timestamp [UTC],relative altitude [m],horizontal velocity [m/s],vertical velocity [m/s],distance to takeoff [km],longitude,latitude,status,position_str,position_int,average_r_value,average_p_value,average_std_err
2022-10-12 14:38:12,1565,13.755197378638112,-1.0,5.788673086609464,9.3281,47.20326666666666,True,Straight Line,0,0.9971688610669583,1.25294986532421e-13,0.0030012279383502417
2022-10-12 14:38:13,1564,13.116939727844237,-1.0,5.796201513026853,9.328266666666666,47.2033,True,Straight Line,0,0.9972003297379761,4.6780412685466e-13,0.003219874159684224
2022-10-12 14:38:14,1563,13.116932143292146,-1.0,5.803750011807802,9.328433333333331,47.20333333333333,True,Straight Line,0,0.9969010996297603,9.496645118062833e-12,0.003935524650990673
2022-10-12 14:38:15,1562,12.614338272841197,-1.0,5.812663772246307,9.328583333333333,47.203383333333335,True,Straight Line,0,0.9969450053278013,1.0221081856961291e-11,0.003940765020587572
2022-10-12 14:38:16,1561,11.47517370088503,-1.0,5.818109410824672,9.328733333333334,47.2034,True,Straight Line,0,0.9963788183361806,8.316978354850426e-11,0.004579839916084212
2022-10-12 14:38:17,1559,13.1169093895292,-2.0,5.8258403667364425,9.3289,47.20343333333334,True,Straight Line,0,0.9958857255842699,2.78042460407284e-10,0.004938119460544963
2022-10-12 14:38:18,1557,13.7551503664393,-2.0,5.8353299681681285,9.329066666666666,47.20348333333333,True,Straight Line,0,0.9962035302814563,6.451476606757999e-11,0.004325888322048065
2022-10-12 14:38:19,1556,13.755139518157666,-1.0,5.844709856763594,9.329233333333333,47.20353333333333,True,Straight Line,0,0.9959477200125748,5.328610463218261e-11,0.004348672881586224
2022-10-12 14:38:20,1556,12.614299943212984,0.0,5.8535732767122175,9.329383333333332,47.20358333333333,True,Straight Line,0,0.994813972291893,4.0099742682496947e-10,0.005378236262251354
2022-10-12 14:38:21,1555,11.91508553082496,-1.0,5.860841573011119,9.329533333333334,47.20361666666667,True,Straight Line,0,0.9940302305258192,6.063320691528172e-10,0.00580717037051769
2022-10-12 14:38:22,1554,12.614283972194915,-1.0,5.869860132011215,9.329683333333334,47.20366666666666,True,Straight Line,0,0.9935192468164108,5.325661370834127e-10,0.0060919364656710495
2022-10-12 14:38:23,1552,12.614274390074264,-2.0,5.879019254294164,9.329833333333331,47.203716666666665,True,Straight Line,0,0.9928209492649955,5.376252470430864e-10,0.006482381638243051
2022-10-12 14:38:24,1552,11.9150584780339,0.0,5.886204380814581,9.329983333333333,47.20375,True,Straight Line,0,0.9924336255760706,3.1292799355856673e-10,0.006461356847469455
2022-10-12 14:38:25,1551,10.726243465494106,-1.0,5.893115985854055,9.330116666666669,47.20378333333333,True,Straight Line,0,0.9931240062039957,1.5358354610249585e-12,0.00470874329521054
2022-10-12 14:38:26,1549,11.915044951676036,-2.0,5.900583900147929,9.330266666666668,47.20381666666667,True,Straight Line,0,0.9924404924751715,6.431346003719778e-12,0.005259343807579744
2022-10-12 14:38:27,1547,12.614245642742286,-2.0,5.90979721692485,9.330416666666666,47.20386666666667,True,Straight Line,0,0.9920913340858428,4.926458480710887e-12,0.005261216192880629
2022-10-12 14:38:28,1545,13.116803205140071,-2.0,5.917716006350733,9.330583333333331,47.2039,True,Straight Line,0,0.9918607745291173,1.0772619739500876e-11,0.005498127886050086
2022-10-12 14:38:29,1543,13.116795620720907,-2.0,5.925653943095068,9.33075,47.20393333333333,True,Straight Line,0,0.9915740240793517,3.742670694958495e-11,0.0058672060622983035
2022-10-12 14:38:30,1542,13.75504187699974,-1.0,5.935209870502469,9.330916666666669,47.20398333333333,True,Straight Line,0,0.9917723176196703,3.066099494411472e-11,0.00576276579377754
2022-10-12 14:38:31,1541,13.116776659157733,-1.0,5.943056747269282,9.331083333333334,47.20401666666667,True,Straight Line,0,0.9924803301443694,3.43259429662218e-12,0.004979700765522102
2022-10-12 14:38:32,1541,13.116769074641144,0.0,5.950794747642356,9.33125,47.20405,True,Straight Line,0,0.9928945722436491,2.1199248392033063e-12,0.004758652914435941
2022-10-12 14:38:33,1541,11.475033251019154,0.0,5.956396218764683,9.3314,47.20406666666667,True,Straight Line,0,0.9922856175719756,1.6401015197953381e-10,0.00596191349691531
2022-10-12 14:38:34,1540,12.614197730091153,-1.0,5.965586949011822,9.33155,47.20411666666666,True,Straight Line,0,0.992782836945167,1.1104917368704543e-10,0.005718792281535964
2022-10-12 14:38:35,1538,10.23524650032883,-2.0,5.971039324662098,9.331683333333334,47.20413333333333,True,Straight Line,0,0.9931258512890657,1.6814426683741805e-10,0.005687087388375332
2022-10-12 14:38:36,1537,13.116742528170471,-1.0,5.978972076932782,9.33185,47.204166666666666,True,Straight Line,0,0.9938652534480665,5.220390073426751e-11,0.005093832414796542
2022-10-12 14:38:37,1536,11.47500867255429,-1.0,5.984764546526804,9.332,47.20418333333333,True,Straight Line,0,0.9931668504675805,4.862696680279929e-10,0.005749230889517213
2022-10-12 14:38:38,1535,13.116731150996811,-1.0,5.992733134463657,9.332166666666666,47.20421666666667,True,Straight Line,0,0.9926509820029774,6.430314169254349e-10,0.005819938567472531
2022-10-12 14:38:39,1534,11.47499813876228,-1.0,5.998559535249071,9.332316666666667,47.204233333333335,True,Straight Line,0,0.9917726981580115,4.508247637932156e-10,0.0057140373011743155
2022-10-12 14:38:40,1533,12.71840117078873,-1.0,6.004847769204631,9.332483333333334,47.20425,True,Straight Line,0,0.9883903931581839,4.2978898174254375e-09,0.006800219550537272
2022-10-12 14:38:41,1532,13.116715981999928,-1.0,6.012871224345202,9.33265,47.204283333333336,True,Straight Line,0,0.9852469988524883,4.221939314250925e-09,0.007174279587502644
2022-10-12 14:38:42,1532,13.116708397138904,0.0,6.020785108056945,9.332816666666666,47.20431666666666,True,Straight Line,0,0.9809011532651639,2.879433314880851e-09,0.007591749257372774
2022-10-12 14:38:43,1532,14.328171625146917,0.0,6.029168884687121,9.333,47.20435,True,Straight Line,0,0.9762139725511789,9.787605633295527e-11,0.007127988871073403
2022-10-12 14:38:44,1531,11.914929977112148,-1.0,6.036794613993444,9.33315,47.20438333333333,True,Straight Line,0,0.9675742685408717,4.026715547165419e-10,0.00833429551337365
2022-10-12 14:38:45,1531,12.71836597096629,0.0,6.043052433763124,9.333316666666668,47.2044,True,Straight Line,0,0.9571897731684207,3.7314470879967755e-10,0.009079766175235614
2022-10-12 14:38:46,1530,11.474959514555062,-1.0,6.048999938273093,9.333466666666666,47.20441666666667,False,Curve / Overlap / Error,1,0.9446325320638137,3.1993184748160775e-10,0.009797482732183654
2022-10-12 14:38:47,1529,13.116678058771043,-1.0,6.057131065162535,9.333633333333331,47.20445,False,Curve / Overlap / Error,1,0.9296843864098209,3.156317094181802e-10,0.010551743002055334
2022-10-12 14:38:48,1528,13.116670473975947,-1.0,6.065279841206986,9.3338,47.204483333333336,False,Curve / Overlap / Error,1,0.9137186420233981,1.0340835427340346e-10,0.010997975458841232
2022-10-12 14:38:49,1526,13.116662888893067,-2.0,6.073573551657988,9.333966666666669,47.20451666666666,False,Curve / Overlap / Error,1,0.8957959099057959,9.722212669626961e-11,0.011694662475738277
2022-10-12 14:38:50,1525,13.964399691339208,-1.0,6.080519010301077,9.33415,47.20453333333333,False,Curve / Overlap / Error,1,0.8758460601481268,2.5250157439183504e-10,0.01236480883835218
2022-10-12 14:38:51,1524,14.328117015448104,-1.0,6.089191537635993,9.334333333333332,47.204566666666665,False,Curve / Overlap / Error,1,0.8545616557972935,3.5461605020570897e-09,0.012826999941105392
2022-10-12 14:38:52,1524,14.328108614123076,0.0,6.0977582441431535,9.334516666666667,47.2046,False,Curve / Overlap / Error,1,0.8308759180619868,7.294879132394956e-08,0.01342471966828009
2022-10-12 14:38:53,1524,13.11663634275525,0.0,6.105874089739248,9.334683333333333,47.20463333333333,False,Curve / Overlap / Error,1,0.8053528238692236,1.0974921000735036e-06,0.014168892893041952
2022-10-12 14:38:54,1523,12.71830730425491,-1.0,6.112435140147681,9.33485,47.20465,False,Curve / Overlap / Error,1,0.7786230594516552,1.2242668199284865e-05,0.014484441999535913
2022-10-12 14:38:55,1523,13.116624965818572,0.0,6.120586661126481,9.335016666666666,47.204683333333335,False,Curve / Overlap / Error,1,0.7498134204055682,0.0001042179690820591,0.015087353464301751
2022-10-12 14:38:56,1521,14.328079208813014,-2.0,6.129487768657351,9.3352,47.20471666666667,False,Curve / Overlap / Error,1,0.7191849861888715,0.0006984052760748912,0.015545318270155414
2022-10-12 14:38:57,1520,13.11660979631869,-1.0,6.137802324112079,9.335366666666667,47.20475,False,Curve / Overlap / Error,1,0.6870086275784982,0.0035908249940290416,0.0163513832834672
2022-10-12 14:38:58,1519,14.914570409560955,-1.0,6.14831053707355,9.33555,47.2048,False,Curve / Overlap / Error,1,0.6521757282760554,0.014705630820012418,0.018108679052486518
2022-10-12 14:38:59,1519,13.75485382608088,0.0,6.158225807485576,9.335716666666666,47.20485,False,Curve / Overlap / Error,1,0.617526144474378,0.04601695354728472,0.01974006217420738
2022-10-12 14:39:00,1518,13.75484297681452,-1.0,6.168282525411051,9.335883333333332,47.2049,False,Curve / Overlap / Error,1,0.5824698748122034,0.11376505597224879,0.021757866907771307
2022-10-12 14:39:01,1518,12.614038021210376,0.0,6.177739256113127,9.336033333333331,47.20495,False,Curve / Overlap / Error,1,0.5491479467521146,0.22622887986205947,0.023535217616411842
2022-10-12 14:39:02,1517,13.754821278480174,-1.0,6.187823042487562,9.3362,47.205,False,Curve / Overlap / Error,1,0.5190156979624482,0.3727385142006919,0.024584612831079454
2022-10-12 14:39:03,1516,13.532367463883968,-1.0,6.199119205596515,9.33635,47.20506666666667,False,Curve / Overlap / Error,1,0.4918846701582999,0.47489744677181034,0.025573756575879878
2022-10-12 14:39:04,1515,13.754795963830713,-1.0,6.209228667389176,9.336516666666666,47.20511666666667,False,Curve / Overlap / Error,1,0.4692733702466183,0.34867034476496567,0.026277963629833864
2022-10-12 14:39:05,1514,12.613996496628832,-1.0,6.218858072774303,9.336666666666666,47.20516666666666,False,Curve / Overlap / Error,1,0.4511399313424012,0.25514194150607117,0.026232714258518766
2022-10-12 14:39:06,1514,13.754774265325024,0.0,6.228867787364135,9.336833333333333,47.205216666666665,False,Curve / Overlap / Error,1,0.4368451440924357,0.1927743863457573,0.02634941350209819
2022-10-12 14:39:07,1514,13.532328757250704,0.0,6.240079488324659,9.336983333333333,47.20528333333333,False,Curve / Overlap / Error,1,0.4267689461409512,0.1564310435433365,0.027970267711678282
2022-10-12 14:39:08,1513,12.613964554985644,-1.0,6.249741857885468,9.337133333333334,47.205333333333336,False,Curve / Overlap / Error,1,0.4229853993639832,0.1438034034362411,0.029627726409219672
2022-10-12 14:39:09,1513,12.613954971934811,0.0,6.259289091041125,9.337283333333334,47.20538333333333,False,Curve / Overlap / Error,1,0.424827223124411,0.14950668328001415,0.03144392505888366
2022-10-12 14:39:10,1512,13.532298982756982,-1.0,6.270655248447787,9.337433333333331,47.20545,False,Curve / Overlap / Error,1,0.43298057022077946,0.17808476590569183,0.03410359338008354
2022-10-12 14:39:11,1511,13.754712786492425,-1.0,6.280851826335811,9.3376,47.2055,False,Curve / Overlap / Error,1,0.4488329586841454,0.2412673026510636,0.03626939333856643
2022-10-12 14:39:12,1511,13.532278140751146,0.0,6.292112187430741,9.33775,47.20556666666667,False,Curve / Overlap / Error,1,0.47072984884438424,0.34553069887336907,0.03874832476055435
2022-10-12 14:39:13,1510,12.613910252799991,-1.0,6.301827077481633,9.3379,47.20561666666666,False,Curve / Overlap / Error,1,0.49934442996430767,0.4979002501813924,0.03992205196102867
2022-10-12 14:39:14,1510,12.61390067066131,0.0,6.311427145372488,9.33805,47.205666666666666,False,Curve / Overlap / Error,1,0.5321543886516045,0.32749256536800403,0.04097851308390366
2022-10-12 14:39:15,1509,13.754665772919918,-1.0,6.321672152616069,9.338216666666666,47.20571666666667,False,Curve / Overlap / Error,1,0.5687159003761634,0.16930275800205466,0.042016977782142174
2022-10-12 14:39:16,1507,13.754654923640375,-2.0,6.3320557930623576,9.338383333333333,47.20576666666667,False,Curve / Overlap / Error,1,0.606738822659602,0.06733578090685403,0.04201334138919614
2022-10-12 14:39:17,1505,11.47467158711683,-2.0,6.338589544054132,9.338533333333334,47.205783333333336,False,Curve / Overlap / Error,1,0.6434655146751282,0.0200576455386249,0.04355760723317716
2022-10-12 14:39:18,1503,14.914320202114917,-2.0,6.3495152017115135,9.338716666666668,47.20583333333333,False,Curve / Overlap / Error,1,0.6781434418139826,0.004801446693822049,0.042563364834542955
2022-10-12 14:39:19,1502,12.71802570062802,-1.0,6.356470126004689,9.338883333333332,47.20585,False,Curve / Overlap / Error,1,0.708886780301878,0.0009559231998252362,0.041121512502239596
2022-10-12 14:39:20,1502,13.116351914188291,0.0,6.36498907203068,9.33905,47.20588333333333,False,Curve / Overlap / Error,1,0.7358008434040506,0.0001776783027251639,0.03871546509084823
2022-10-12 14:39:21,1500,11.914618864671066,-2.0,6.373254328524406,9.3392,47.20591666666667,False,Curve / Overlap / Error,1,0.7629597956819185,3.0257564275574798e-05,0.03423779021736617
2022-10-12 14:39:22,1499,12.613843174434018,-1.0,6.383075625115263,9.33935,47.20596666666667,False,Curve / Overlap / Error,1,0.787087424195992,4.873204671289903e-06,0.03020564453660956
2022-10-12 14:39:23,1498,11.474629450610417,-1.0,6.389569993918573,9.3395,47.205983333333336,False,Curve / Overlap / Error,1,0.8091724234884804,6.819850155350868e-07,0.02636386995014708
2022-10-12 14:39:24,1496,12.71799050003678,-2.0,6.396729005316914,9.339666666666666,47.206,False,Curve / Overlap / Error,1,0.8287569845964851,8.199056325320932e-08,0.023507217412162003
2022-10-12 14:39:25,1494,13.116325367119517,-2.0,6.398909339148204,9.339833333333331,47.20596666666667,False,Curve / Overlap / Error,1,0.8320195757974687,3.3172811662336067e-06,0.025532680045593163
2022-10-12 14:39:26,1493,13.116332951968037,-1.0,6.400990311174986,9.34,47.20593333333333,False,Curve / Overlap / Error,1,0.7957056478388935,0.000716461739446911,0.028412841377126664
2022-10-12 14:39:27,1493,12.613849562902391,0.0,6.400777524089391,9.34015,47.20588333333333,False,Curve / Overlap / Error,1,0.6496177105799523,0.054388476745768084,0.030729134232471117
2022-10-12 14:39:28,1493,11.509095965459652,0.0,6.397861052835145,9.340266666666666,47.20581666666666,False,Curve / Overlap / Error,1,0.3675099521238836,0.44166641381176885,0.0335253558233461
2022-10-12 14:39:29,1492,10.577244683728816,-1.0,6.394554606820776,9.340366666666666,47.20575,False,Curve / Overlap / Error,1,0.12999206226563254,0.04877851989871372,0.03449059079664494
2022-10-12 14:39:30,1491,10.53975771124886,-1.0,6.38853145107626,9.340433333333332,47.205666666666666,False,Curve / Overlap / Error,1,0.029438742508555826,0.004019780130203671,0.035704232364887574
2022-10-12 14:39:31,1489,11.195325131889822,-2.0,6.3831858056089175,9.340516666666666,47.20558333333334,False,Curve / Overlap / Error,1,-0.009642342369545587,0.00039224523108776193,0.03627634544115787
2022-10-12 14:39:32,1488,10.539765262498396,-1.0,6.377188237493748,9.340583333333331,47.2055,False,Curve / Overlap / Error,1,-0.016873987166412197,9.112087469473405e-05,0.038661001215799705
2022-10-12 14:39:33,1487,8.3145855312108,-1.0,6.372316020090909,9.340633333333331,47.20543333333333,False,Curve / Overlap / Error,1,-0.020642627048037654,1.865302263448253e-05,0.039622004070506
2022-10-12 14:39:34,1485,9.596265821845018,-2.0,6.365382311527801,9.340666666666667,47.20535,True,Straight Line,0,-0.015002162036052091,9.36274898539643e-06,0.04437108711437669
2022-10-12 14:39:35,1484,7.40834089884479,-1.0,6.358894645599157,9.340666666666667,47.20528333333333,False,Curve / Overlap / Error,1,-0.011762717609259288,4.881626093028044e-06,0.05088345215458113
2022-10-12 14:39:36,1482,8.31459253083958,-2.0,6.350907998131796,9.340616666666667,47.205216666666665,True,Straight Line,0,0.004217368904264496,3.149460460742447e-05,0.08099198459442847
2022-10-12 14:39:37,1480,6.249189133877,-2.0,6.345687645757087,9.34055,47.20518333333333,False,Curve / Overlap / Error,1,0.05205506374662672,0.0010192726263855338,0.15768649620187394
2022-10-12 14:39:38,1478,7.3007791033674385,-2.0,6.339928016832978,9.340466666666666,47.20515,False,Curve / Overlap / Error,1,0.203106114869885,0.05088798234349095,0.30416570520585284
2022-10-12 14:39:39,1477,6.249194228520062,-1.0,6.334583211768527,9.3404,47.20511666666667,False,Curve / Overlap / Error,1,0.48431638783101916,0.4849872455150136,0.3518956777763903
2022-10-12 14:39:40,1476,6.558262233983915,-1.0,6.330354915029388,9.340316666666666,47.2051,False,Curve / Overlap / Error,1,0.7368334462373609,0.06208839590661735,0.2191763831471926
2022-10-12 14:39:41,1474,6.249198049451894,-2.0,6.325145117545583,9.34025,47.20506666666667,False,Curve / Overlap / Error,1,0.8603572952644152,0.004995593321335304,0.11395771813931256
2022-10-12 14:39:42,1472,6.558267922431489,-2.0,6.3210548010706935,9.340166666666669,47.20505,False,Curve / Overlap / Error,1,0.9137560615745972,0.0004978434748021468,0.06142691561162975
2022-10-12 14:39:43,1471,7.77344220315893,-1.0,6.316300191777801,9.340066666666669,47.20503333333333,False,Curve / Overlap / Error,1,0.944543209392523,3.5357777546546585e-05,0.032106142921419445
2022-10-12 14:39:44,1470,6.291319080625167,-1.0,6.313745769798031,9.339983333333333,47.20503333333333,False,Curve / Overlap / Error,1,0.9537518839900992,7.93307078301713e-06,0.02041766746162455
2022-10-12 14:39:45,1469,6.558271714919511,-1.0,6.30953872405188,9.3399,47.205016666666666,True,Straight Line,0,0.9589663963037118,2.388558017532432e-06,0.0142630316269398
2022-10-12 14:39:46,1468,6.291321057149534,-1.0,6.306994443250013,9.339816666666668,47.205016666666666,True,Straight Line,0,0.9500996003103224,8.868542798841658e-06,0.013956966267110672
2022-10-12 14:39:47,1467,6.558273611304867,-1.0,6.302796321872585,9.339733333333331,47.205,True,Straight Line,0,0.9481989735591096,8.881773534089821e-06,0.01184314090177512
2022-10-12 14:39:48,1464,6.291323033793429,-3.0,6.300527274432834,9.33965,47.205,True,Straight Line,0,0.9456220374195043,9.198007903834368e-06,0.009839823372800132
2022-10-12 14:39:49,1463,6.55827550740568,-1.0,6.296338603273098,9.339566666666666,47.20498333333333,True,Straight Line,0,0.9472230525636389,5.378977293815108e-06,0.008190158052337965
2022-10-12 14:39:50,1462,6.558277403360136,-1.0,6.2921541426594585,9.339483333333334,47.20496666666666,True,Straight Line,0,0.9583862720123872,8.922638392216581e-08,0.00489737402535974
2022-10-12 14:39:51,1461,6.558279299974447,-1.0,6.287973901003003,9.3394,47.20495,True,Straight Line,0,0.9536768266087796,2.8092236576398857e-07,0.005578148510833417
2022-10-12 14:39:52,1459,6.558281195643901,-2.0,6.283931641997117,9.339316666666669,47.20493333333334,True,Straight Line,0,0.9487105958829221,5.781326697931042e-07,0.006446017286981955
2022-10-12 14:39:53,1459,6.5582830920269375,0.0,6.279626108283012,9.339233333333333,47.20491666666667,True,Straight Line,0,0.948190922221612,1.4034735782088372e-07,0.0061637139017811345
2022-10-12 14:39:54,1458,6.291332917004917,-1.0,6.277121784100824,9.33915,47.20491666666667,True,Straight Line,0,0.9464360181740699,1.129784615672897e-07,0.006048805689666311
2022-10-12 14:39:55,1457,6.291332917004917,-1.0,6.274622933886652,9.339066666666668,47.20491666666667,True,Straight Line,0,0.942778273872303,2.6913077375882355e-07,0.006493234896921839
2022-10-12 14:39:56,1455,6.291332917124976,-2.0,6.272264206002387,9.338983333333331,47.20491666666667,True,Straight Line,0,0.9298651411333128,6.825255358476686e-06,0.008315413490587778
2022-10-12 14:39:57,1454,6.2913329168848575,-1.0,6.269776536270035,9.3389,47.20491666666667,True,Straight Line,0,0.9122844802408717,9.238873379455429e-05,0.009949691050495887
2022-10-12 14:39:58,1453,5.3630200781326565,-1.0,6.26615169663386,9.338833333333334,47.2049,True,Straight Line,0,0.9144796074832673,0.00012969174630622778,0.00879997453706903
2022-10-12 14:39:59,1452,7.773462936073779,-1.0,6.261484825484928,9.338733333333334,47.204883333333335,True,Straight Line,0,0.9239287273585574,8.295662293029213e-05,0.007458415945504402
2022-10-12 14:40:00,1451,6.558288780774026,-1.0,6.257345406664161,9.33865,47.20486666666667,True,Straight Line,0,0.9261422490663818,7.952857591007446e-05,0.0073791261845189
2022-10-12 14:40:01,1450,5.3630245298473005,-1.0,6.253730686922276,9.338583333333334,47.20485,True,Straight Line,0,0.9178660578836381,0.00014622476455008115,0.00886293061622825
2022-10-12 14:40:02,1450,6.291340823684585,0.0,6.251130805557072,9.3385,47.20485,True,Straight Line,0,0.9226433980062199,8.336449425440377e-05,0.008971078289149139
2022-10-12 14:40:03,1448,5.033072658875718,-2.0,6.249327041698499,9.338433333333333,47.20485,True,Straight Line,0,0.936166912034855,1.1222457497536993e-05,0.007745261330303638
2022-10-12 14:40:04,1447,6.558292572937059,-1.0,6.245204136884027,9.33835,47.20483333333333,True,Straight Line,0,0.945356947504491,1.122063389237969e-06,0.006540820773429142
2022-10-12 14:40:05,1445,6.291342800323157,-2.0,6.242892070979413,9.338266666666666,47.20483333333333,True,Straight Line,0,0.9441264187971704,1.359353342777274e-06,0.006696772079282275
