angle_past_threshold,angle_future_threshold,average_r_value,average_p_value,average_std_err,score,data_loss
85,95,0.9623165976919656,7.609884254732391e-35,0.0033187281071577436,0.5770580858044636,78.30365510777882
90,90,0.9621438595460665,5.008658220685928e-36,0.0034995519394140813,0.5769363605336985,78.63167760074975
90,95,0.9614478160896973,6.463864197288473e-37,0.0033154288023067883,0.5765371467735877,78.75981713749853
95,90,0.9610696167900944,4.5380520175213696e-36,0.003498824640860618,0.5762918876099705,79.18180752549524
95,95,0.9603940909830369,5.387754032627164e-38,0.00331519330634425,0.5759049352591876,79.3103448275862
95,85,0.9576199299191565,1.480905647840759e-34,0.0037293770154102185,0.5741990202499528,78.95970009372071
90,85,0.9547373006795037,1.9626821895616073e-34,0.0037573724585161774,0.5724666431618506,78.36318932209343
95,80,0.9540441565503349,2.6641578854112755e-32,0.003739970425659487,0.572052496887635,78.5973539398197
85,90,0.9509160652478734,7.941684983542879e-35,0.0035805764936946457,0.5701915814993546,78.03535885727668
80,95,0.9433403557577995,8.017866535866076e-33,0.0035181955209028543,0.5656523939025894,77.6138625453694
90,80,0.9433240146375588,2.7026918623341295e-32,0.0038095720570948026,0.5656134515768257,77.9077931195881
95,75,0.9424343834453099,2.255063372883608e-30,0.0037898579160564193,0.5650816442755803,78.28223730400187
75,95,0.9405469982215393,3.902449591775029e-31,0.0035404013528569124,0.5639741587976378,77.20571027381231
85,80,0.9366336933120064,2.518961544474562e-32,0.0038007106361859907,0.5616001449235852,77.40615132733014
80,90,0.9362300759306492,8.916784141800534e-33,0.0037570751740382343,0.5613623380409857,77.34612684296746
90,75,0.9360487718644614,2.1268219270678828e-30,0.003789970900329074,0.561250266028644,77.68682025494094
85,85,0.9358997234668357,2.6335528350576402e-34,0.003863957995947921,0.5611534382805067,77.67376550432951
90,70,0.9330715924591084,1.2676285570158812e-28,0.0040424368579785545,0.5594387117896672,77.27910238429172
95,70,0.9313705730682974,1.3060174420725612e-28,0.004063084071166709,0.5584160354338618,77.82715471874636
65,95,0.9301590136879306,4.922855369284826e-28,0.004009179371895933,0.5576944902755688,76.0752688172043
75,90,0.9298534677144266,3.854996151960596e-31,0.003767263681507707,0.5575353542605052,76.93836978131213
80,85,0.9294210571849666,8.987990463618622e-33,0.003974674632931436,0.5572551668476867,77.07870424511754
75,85,0.9269425433182473,3.817585604592722e-31,0.003957740835135798,0.5557697519074348,76.71809256661992
95,65,0.9267750984198633,7.054249337832786e-27,0.004277212157469941,0.555637337836171,77.27910238429172
70,95,0.926529435828628,1.6060224764322958e-29,0.003675120200603928,0.5555501494771165,76.61092269909952
85,75,0.925796210411775,2.1366859811797943e-30,0.0038039955963608684,0.5550973266874288,77.13884992987377
90,65,0.9248958011971216,7.145173878930887e-27,0.004278085452441719,0.5545096721730287,76.68496670949655
85,70,0.9230910918030228,1.1550410363963454e-28,0.004057138616711085,0.5534489412201425,76.73169022310478
80,80,0.9227599603376783,3.304450413036372e-32,0.003954577959109358,0.5532605184066961,76.71809256661992
70,90,0.922189465532539,1.5909092782961327e-29,0.004103879550333262,0.55290329136449,76.40252454417953
60,95,0.9207017685853661,1.0043234609982149e-25,0.004167685706277329,0.5520042925805919,75.24821866604368
65,90,0.9201741365560092,5.275781433036507e-28,0.004231144986549497,0.5516813674349506,75.76217731573415
80,75,0.9197821313798653,2.087689998948431e-30,0.003922480715177806,0.5514770307564013,76.54479616867188
85,65,0.9190905929325159,6.955348933357418e-27,0.004305863373279844,0.5510237694221816,76.13822087321971
95,60,0.9191353089482147,5.1525341252853355e-25,0.005671333542197767,0.550914052014709,76.357902114239
75,80,0.9168375488287898,3.999463051830196e-31,0.003967736191481887,0.5497057556781257,76.31117860063077
90,60,0.9140357357029599,5.020422360153695e-25,0.005697291555982989,0.5478517122661777,75.71795470464627
60,90,0.9111288904455275,1.5708098777647614e-25,0.004401884130582823,0.5462371458542582,74.93579266869017
65,85,0.910552467614026,6.136666730643204e-28,0.0045283019935330885,0.5458786503690622,75.35605883726359
80,70,0.9101036366919896,1.2046146529389577e-28,0.004256749294413951,0.5456365070857524,75.9981321503619
70,85,0.9086731734953006,1.5661049423164222e-29,0.0043358045287232245,0.544770323644308,76.04251839738349
75,75,0.9068091935241659,2.4025598228455034e-30,0.004014410831388521,0.5436840750313606,75.9981321503619
90,55,0.9058036863699029,6.686232894779451e-23,0.006573763553727345,0.542824835466569,74.56539493641348
85,60,0.9053234854669163,4.995396405330175e-25,0.0058326357151991136,0.5426108277086298,75.03208493758021
70,80,0.9039946813963653,1.5466971335024387e-29,0.004083521330974856,0.5419884567047216,75.71795470464627
80,65,0.9031744471846629,6.734769122568912e-27,0.004566756596491483,0.5414479926511486,75.26542993816358
65,80,0.9014292708052728,6.893984318657241e-28,0.004574698113147659,0.5404000926718489,74.8570761871427
75,70,0.9011582627317578,1.1824363960650254e-28,0.004302113831457949,0.5402647462559088,75.49877493874693
95,55,0.9000169701837668,6.888575440835952e-23,0.00659756615441243,0.5393504254948188,75.11090357226243
60,85,0.8985789465128452,1.547741559434503e-25,0.004615959643647092,0.5386857719433424,74.57706218644266
80,60,0.8954229941916226,4.661835829526e-25,0.00595815485104665,0.5366579810298688,74.30037313432835
70,75,0.8944467276924639,1.7517946079602086e-29,0.004156361720492429,0.5362524004434291,75.35876793839692
65,75,0.8933363165501207,6.846418447099557e-28,0.004320340917053087,0.5355697558383671,74.6268656716418
75,65,0.8933444805870866,6.818908683980525e-27,0.00459119939439785,0.5355475684128121,74.73180970149254
90,40,0.8939442802118117,1.1191582428421761e-17,0.01016503073877716,0.5353500650532094,73.37526205450735
85,55,0.8914010490621423,6.606840335169613e-23,0.00666035405748553,0.5341745940315369,73.8456156716418
90,50,0.8913224018443252,4.316399721651666e-21,0.008317455490168183,0.5339616955575783,74.07882462686567
75,60,0.8904318504739575,5.116390077501421e-25,0.004962101091222373,0.5337629001752522,73.8958163384221
60,80,0.8898832423075764,1.5171072677072677e-25,0.0046494416781572186,0.5334650012167301,74.07882462686567
65,40,0.8870281068959677,5.915371018183285e-18,0.005773612924142449,0.5316395028451664,70.65381488793405
95,50,0.8866267472752845,3.981029176564843e-21,0.008371375304325747,0.5311389108347381,74.61206393653016
70,70,0.88576133920727,1.2983384074927863e-28,0.004423009471030838,0.5310145025772589,74.81343283582089
65,70,0.8848638064649788,7.7941159688107595e-28,0.004584865343121651,0.5304597973446751,74.08227479314765
55,95,0.884809892257941,1.9041973875776436e-23,0.005060582597754038,0.5303798770949891,74.09526033154332
90,45,0.884946042111638,2.3525384183892096e-19,0.008815198680402515,0.5300861053989424,73.8725090315814
95,40,0.8850719894261747,1.7339467181657134e-17,0.009988634241636615,0.5300443302315412,73.68605057685585
75,40,0.8840311069487705,1.0419940210415318e-17,0.0058209130288442885,0.5298365728663779,71.6428322288106
65,60,0.8832719209531195,4.280844208688062e-25,0.005164785671066711,0.529446674004765,72.62251193109067
65,55,0.883127794384539,4.3849817974086544e-23,0.005335101521963357,0.529343166478527,71.85900418799442
65,35,0.8830996681480023,6.374006044535553e-16,0.006060885389080062,0.5292537123498932,69.97446610956361
95,45,0.8834441684648956,1.965255482643956e-19,0.008762139123416314,0.5291902871665958,74.45195895522389
85,40,0.8834643667290408,1.1086890452390677e-17,0.009932678251998913,0.5290853522122245,72.59923175416134
65,50,0.8825246844517244,2.052220413284054e-21,0.005726780940358079,0.5289421325769987,71.37542146262062
80,40,0.8823614592145493,1.082444979638437e-17,0.007855431613941258,0.5286313323673355,71.85900418799442
65,45,0.8819377518727426,1.4969189304762248e-19,0.005882593602887029,0.5285743917633569,71.28747385544969
80,55,0.8812682528581091,6.39711994437365e-23,0.006941241444836731,0.5280668275703817,72.986831371635
60,60,0.8810138841676751,7.444859649222613e-25,0.005437903120660645,0.528064540188539,71.99860400186134
85,50,0.8808400164962038,4.230079864415241e-21,0.008521688849211216,0.5276518410128012,73.35974828108613
75,55,0.8796707229275694,6.316378054434704e-23,0.005209245285454218,0.5272815092279962,72.72303750291171
70,65,0.8793459622578582,7.262980197977496e-27,0.0047419971920992015,0.5271333776355049,73.91912364526279
65,65,0.8783648215291684,7.717967137502024e-27,0.004861312034561073,0.526532761714045,73.28208711856512
70,60,0.8781478308474837,4.9656339977056265e-25,0.005093418966288234,0.5263793566118613,73.1190309806662
90,35,0.878849833366521,8.796306554968941e-16,0.011306684192072767,0.5261792316007051,72.50611104644395
60,75,0.8777126291980822,1.7511163067187786e-25,0.004671322982770502,0.5261604452205724,73.7210115371169
60,40,0.8765186122466108,7.004659654277516e-18,0.006015758075844953,0.5253095915403819,69.69591457753017
55,90,0.8761063570674573,1.945263487523699e-23,0.005264617517486581,0.5251373524887257,73.78368918445922
60,65,0.8759963292438299,1.7670230339529643e-25,0.0051033075038550415,0.5250874667959123,72.70399255034339
60,70,0.875794383778336,1.754653948958026e-25,0.004846345970864058,0.5249919956699152,73.41020265548568
85,45,0.8759527898654028,2.265739371994748e-19,0.00906090364498441,0.5246655835547432,73.235499650594
85,35,0.8760315737695361,7.867044049051052e-16,0.00980614040003179,0.5246383302217182,71.90553745928338
70,40,0.8749884419121171,8.04334727966343e-18,0.00576901198034762,0.5244161639492355,71.0434580525215
75,35,0.8737885418404506,7.493271977280554e-16,0.006034487422995824,0.5236696763619706,70.90402045084825
75,50,0.8726566522116453,3.28186723174365e-21,0.005640728008944175,0.5230299185260927,72.27330927715052
60,55,0.8720395074801162,4.320666422530766e-23,0.005683511790284569,0.5226553533090412,71.18939658179282
80,35,0.8711625739778002,7.630678303793132e-16,0.008246270391645003,0.5218729173475153,71.08475758632717
75,45,0.8707432695027048,2.1454793747431153e-19,0.005832499005419839,0.5218627118010808,72.23127035830619
95,35,0.8714699865615995,9.308205302572973e-16,0.011763595376050186,0.5217056323993543,72.95597484276729
70,45,0.869797270443872,1.4163463481486523e-19,0.005786891850837534,0.5212996730812395,71.68933844901755
70,35,0.8686698845399204,6.49691167310776e-16,0.006232216846657421,0.5205787090392863,70.32864940192776
70,50,0.868495510965774,2.668425571076268e-21,0.005606282712091153,0.5205366783082553,71.67287110283853
60,50,0.8682625703755792,2.1657654640816543e-21,0.005820678875779963,0.5203754743377695,70.45084824541019
70,55,0.868112482156076,5.888663266998699e-23,0.005317637420836115,0.5203357255515619,71.99394715399838
50,95,0.8675659659040641,3.116541555888283e-21,0.004811188211538664,0.5200584607212846,73.8303581845759
80,50,0.8678510205517032,4.1056363365211766e-21,0.00890265819550926,0.519820346511471,72.44351269508502
70,30,0.8671345246416556,6.401575554757908e-14,0.007210122998252484,0.5195597024851489,69.78876508820798
