angle_past_threshold,angle_future_threshold,average_r_value,average_p_value,average_std_err,score,data_loss
40,65,0.9780625854544053,4.6085622538706306e-18,0.017308449298061874,0.5851067063428369,56.29955947136563
55,65,0.9773328657822495,1.7145689859185967e-23,0.015435998020585172,0.5848561196672911,58.392857142857146
45,65,0.9774956066294228,1.2718048691973543e-19,0.016514713604983296,0.5848458926171552,56.548672566371685
70,65,0.9770724572150421,1.0003032828962772e-26,0.0139940234402543,0.5848440719849998,61.44796380090498
65,65,0.9770346337408505,1.28978705656045e-26,0.014407963690730309,0.5847799838754373,60.54054054054055
60,65,0.9770429892421739,1.2981722980112454e-25,0.014973894473311381,0.5847284040979732,59.37219730941704
20,65,0.9765668730814436,2.119953013032395e-10,0.0234127362698022,0.5835988501582874,53.073593073593074
25,65,0.9755368578594951,3.822905212717503e-12,0.020548927335920803,0.5832672219809582,54.0
30,65,0.974980169731086,3.696373333700988e-14,0.018860793224312892,0.5831020225162091,54.93449781659388
35,65,0.9747483237360227,1.641870870106497e-16,0.01805196153303861,0.5830437980883098,55.614035087719294
15,65,0.975638749634206,1.4655560117165617e-08,0.027532979251585515,0.582629947458697,51.12068965517241
10,65,0.9740218016797222,1.5152575888621377e-06,0.03311611855683391,0.5811010145748732,49.09871244635193
75,60,0.9705598115905072,4.3844035711117825e-25,0.013710199253966639,0.5809648670289076,61.35746606334842
55,60,0.9673145737852098,1.66767284732536e-23,0.015675417686266166,0.5788212025024992,56.8
65,60,0.9662531535788027,2.3083342210739674e-25,0.01476262950663628,0.578275629196618,59.0134529147982
70,60,0.9658460976872975,3.6143115985080517e-25,0.014408118773817718,0.5780668467349966,59.81981981981982
50,60,0.9658247626063305,1.2910579519614125e-21,0.015948455337756004,0.5779000120300226,55.84070796460176
95,60,0.9647383461454097,3.8630212377900143e-25,0.011654939155791747,0.5776775137716665,64.23963133640554
60,60,0.9647344965654828,3.5596343841564485e-25,0.01525520293793717,0.577315177645496,57.94642857142858
40,60,0.9650345167593534,4.438543602712133e-18,0.017669735031519158,0.57725373655246,54.824561403508774
45,60,0.9641962907623498,1.2172606636549327e-19,0.016818831446848596,0.576835891312725,54.801762114537446
80,60,0.9634469057824414,4.0926165100720854e-25,0.013232740277930127,0.5767448694416718,61.909090909090914
85,60,0.9631075860454696,4.231470476961792e-25,0.012652563341750888,0.5765992952931067,62.648401826484026
20,60,0.9650423460792575,1.9968154302913035e-10,0.024307336166823165,0.5765946739709678,50.775862068965516
90,60,0.9627406174997097,4.251125307892565e-25,0.012157894023365527,0.5764285810974893,63.30275229357798
25,60,0.9636969197140023,3.6442073535754554e-12,0.021299703495166685,0.5760881814777914,52.294372294372295
15,60,0.9646242340219005,1.703836400821392e-08,0.028133353525916737,0.5759611999490394,48.8412017167382
30,60,0.9626961728914485,3.5650817731077074e-14,0.01924774570628313,0.5756929291642301,53.47826086956522
10,60,0.9649550704817599,1.7109394305331934e-06,0.033196851917395756,0.5756528438154872,46.92307692307692
35,60,0.9620946649385678,1.582452154786927e-16,0.01842319478660919,0.5754144794844798,54.14847161572053
75,55,0.9577801358585514,1.072110793006041e-23,0.014062873008711636,0.5732617942142597,60.18018018018017
75,50,0.9539462679554045,5.883352595900786e-22,0.014390658429641082,0.5709286949302785,59.19282511210763
10,55,0.9568675798387078,1.9460843322890947e-06,0.0323762332152521,0.5708823407563998,45.276595744680854
70,55,0.9538602923145466,7.36695384247264e-24,0.01473467936286366,0.5708427074524416,58.744394618834086
15,55,0.9547515138955673,1.1253593396026671e-08,0.02789405110721143,0.5700614998505413,47.008547008547005
55,55,0.9525688473055078,2.722144115076573e-23,0.015938601801280414,0.5699474482031766,55.575221238938056
10,50,0.9546854221552401,1.9531080030132606e-06,0.03159112020617551,0.5696515553401256,43.728813559322035
80,55,0.9505674036921721,1.0919567413200228e-23,0.013554171858928267,0.5689850250294104,60.723981900452486
65,55,0.9504968434377981,9.953441422133322e-24,0.015121416351177324,0.5687859644275611,57.67857142857142
15,50,0.9525809809923568,9.396811840819088e-09,0.02772500663736836,0.5687760851126337,45.191489361702125
60,55,0.9495407343879436,1.141737733694102e-23,0.015612344974543451,0.5681632061353118,56.53333333333334
50,55,0.9496210358100493,1.2633319204837385e-21,0.0162652113433326,0.5681461003516963,54.44933920704845
55,50,0.9494353491261024,5.4500643033565965e-22,0.01617738616693285,0.5680434708589682,54.36123348017621
80,50,0.948976886602481,6.061299759698836e-22,0.013835508556294097,0.5680025811058592,59.54954954954955
70,50,0.9484507534632344,5.629670695160221e-22,0.015054454998095077,0.5675650065781311,57.49999999999999
20,55,0.9499887013735963,2.0449466265013354e-10,0.024521074620402306,0.5675411133007691,48.66952789699571
85,55,0.947687268983793,1.1182696994858174e-23,0.013018855971873517,0.5673104757930884,61.45454545454545
90,55,0.9469655302938251,1.1614841477643304e-23,0.01245479499870235,0.5669338386764249,62.19178082191781
65,50,0.9472938004344997,5.487575615671059e-22,0.015334531327391753,0.5668428271279606,56.62222222222222
70,15,0.9479304919614971,3.2450556656091755e-09,0.02041635689813289,0.5667166585135682,50.21645021645021
75,45,0.9469475589046646,3.801246344910172e-20,0.01465480911559941,0.5667030544312388,57.94642857142858
45,55,0.9468621010367914,1.1807805374814942e-19,0.017152291955257196,0.5664020314265491,53.59649122807018
20,50,0.9478325042672647,1.9631499605635753e-10,0.024725386624494153,0.5662269638390149,46.75213675213675
75,40,0.9460785947020096,1.3802766086313807e-18,0.014958101384734366,0.5661513466827323,57.24444444444444
15,45,0.9480438090416285,7.263724171323029e-09,0.027919459856967237,0.5660343372601632,43.813559322033896
40,55,0.9461503685837696,4.2890439453516055e-18,0.01801210249244599,0.5658890109010171,53.44978165938865
25,55,0.9463427912130955,3.7313049183767076e-12,0.021933672285908482,0.565612307498147,50.0
75,15,0.9456079476021878,5.90407577125765e-09,0.019467716247704867,0.5654179951653194,51.391304347826086
60,50,0.9445596500219928,5.377218482721071e-22,0.015853184307315655,0.565150471582464,55.2212389380531
20,45,0.9460538124377802,2.3399607327336636e-10,0.025364670693989486,0.5650958203230704,45.276595744680854
30,55,0.9447612240083832,3.548309629174958e-14,0.020016976593210185,0.5648550367456983,51.94805194805194
80,40,0.9431159833436675,1.5178336564289379e-18,0.01443896698378637,0.5644256933078219,57.85714285714286
35,55,0.9436751235316809,1.651988157884478e-16,0.01901538781519113,0.5643035353374894,52.78260869565218
70,20,0.9434653465139509,9.57725750112982e-11,0.019274379837540892,0.5641517698958847,50.69565217391304
80,45,0.9419123375696689,3.866972135528793e-20,0.014106102794969792,0.5637367922623043,58.47533632286995
70,45,0.9420453356487969,3.639548415291759e-20,0.015238797655130183,0.563703321623765,56.266666666666666
80,30,0.9420762650910275,2.2186854440485648e-14,0.015730620512698173,0.56367269700334,55.663716814159294
75,20,0.9424402585166786,1.0616018052060199e-10,0.01806180893093281,0.5636579741850658,52.31441048034935
85,50,0.9416370291254518,6.171242149299028e-22,0.013370487030225309,0.5636451687722485,60.09049773755656
55,20,0.9426882482327249,1.7431694082571776e-10,0.020231784727046922,0.5635897704146351,48.15450643776824
95,55,0.9413209603369433,1.2037185021477955e-23,0.012105660602978607,0.563582010141868,62.93577981651376
75,35,0.9417949184645011,2.6503534465900276e-16,0.015797310133004172,0.5634972200654002,55.663716814159294
25,50,0.9428215737030674,2.3350630432217162e-12,0.02208770179195246,0.5634841740419446,48.24034334763949
70,40,0.9414413956443023,1.4446127367609443e-18,0.01595412648353073,0.5632694247382283,55.309734513274336
75,30,0.941442953955138,1.956204321366648e-14,0.016005929751696624,0.5632651793979072,54.801762114537446
70,10,0.9426797728056219,1.1429700671046245e-06,0.02376319474514605,0.5632312013178384,48.87931034482759
90,50,0.9407748883309025,6.31399043280205e-22,0.012813985351329328,0.5631835344634085,60.81818181818181
50,50,0.9413600046302883,1.9731054161896348e-21,0.016695969500930413,0.56314640582808,53.1578947368421
65,45,0.9411187000660517,3.5562095785995367e-20,0.01550609128075263,0.5631206109115557,55.2212389380531
80,35,0.940781534576033,3.359764477597997e-16,0.014836950804627892,0.5629852256651569,56.62222222222222
55,25,0.9412555717016561,1.4174031672267013e-12,0.019042123471751358,0.5628491306733934,49.05172413793103
70,30,0.940846214633032,2.070100514352427e-14,0.017419285984012985,0.5627658001814116,52.89473684210526
60,15,0.9413934944048943,6.338391327406712e-09,0.02114828072474964,0.5627212666689442,47.98283261802575
80,15,0.9408148858502312,5.988537704528013e-09,0.018476666987144383,0.562641263014863,52.40174672489083
30,50,0.9409854351075934,2.5030634263964914e-14,0.02047394653799821,0.5625438664107487,50.43103448275862
80,25,0.9399952025951563,1.680465930140545e-12,0.016020748493390743,0.5623950467072506,54.53744493392071
55,45,0.9399110029850184,3.765553962854994e-20,0.016456173224166638,0.5623009844685943,52.89473684210526
40,50,0.9399114524967134,4.87518877695771e-18,0.01880758385664235,0.5620661131123638,52.347826086956516
75,10,0.9404241527576508,1.040182847784497e-06,0.022711626551186637,0.5619830169446175,50.04329004329004
70,35,0.9393592758423459,3.6104439444678466e-16,0.01638787811671997,0.5619767776937353,54.008810572687224
75,25,0.9393970848867874,1.841316332873562e-12,0.017232380819618778,0.5619150128495581,53.333333333333336
80,20,0.9393845371128767,9.550935975217953e-11,0.017205507332808227,0.5619101715057924,53.333333333333336
50,25,0.939129523329274,1.5349082295437267e-12,0.0193790120004015,0.5615398127970638,48.15450643776824
65,40,0.9385723249208271,2.232781277669783e-18,0.016041545002231934,0.561539240452273,54.27312775330396
45,50,0.9388094883899428,1.2245277414408325e-19,0.017485996366885255,0.5615370933972772,52.48908296943231
70,25,0.9388725819452758,1.7683145525710593e-12,0.018212038814565772,0.5615023452851784,51.61572052401747
10,45,0.9406356742781293,2.0767590389090265e-06,0.03165086011914753,0.5612156955272511,42.19409282700422
65,30,0.9380157338381883,2.032683745957282e-14,0.017900793284058455,0.561019360974501,51.61572052401747
35,50,0.9378842547723528,1.6623385948993488e-16,0.019544996771981626,0.5607760531862135,51.6017316017316
65,25,0.9377549896676248,1.065323355943963e-12,0.018925577350285838,0.5607604360652266,50.43478260869565
60,10,0.938545571614205,1.3880889553756036e-06,0.02426773120803398,0.560700153421033,46.666666666666664
25,45,0.9380538516556057,2.0802967833802824e-12,0.022455177617308135,0.5605867932310086,46.837606837606835
60,45,0.93678196102264,3.4276249537268486e-20,0.01602819566577637,0.5604663570470064,53.74449339207048
65,15,0.9376231627085205,4.181568759889848e-09,0.02109855613812954,0.5604640407568288,48.53448275862069
40,30,0.9373835144032134,3.190566275812337e-14,0.02049483415893869,0.5603806252260246,48.205128205128204
30,40,0.9374135883383342,2.7183080088073576e-14,0.021315562524695745,0.5603165967505229,48.46153846153846
65,35,0.9366049807782179,3.10604021402349e-16,0.01687225189834239,0.5602757632770964,52.807017543859644
50,40,0.9367028768680296,2.2184969339252607e-18,0.017467747164328844,0.5602749514043848,51.47826086956522
55,30,0.9365328328516055,3.5712027094483424e-14,0.018647301719445678,0.560054969539008,50.04329004329004
95,50,0.9350586752497673,5.808564416285335e-22,0.012392009504739957,0.5597960041993864,61.55251141552511
50,45,0.9356902700820005,8.13510695106333e-20,0.016953141203932178,0.559718847928807,51.877729257641924
50,30,0.9358644487913732,3.1673036688885447e-14,0.01850959148113525,0.5596677101267008,49.48275862068965
55,40,0.9356565246236164,3.4190324221706688e-18,0.017330126080449784,0.5596609021661249,51.96506550218341
25,40,0.936547875350588,1.5752688497315336e-12,0.023146930716790474,0.559614032138201,46.12765957446808
45,25,0.936012033290704,1.5891064567399454e-12,0.02017192846801784,0.5595900271271439,47.179487179487175
65,20,0.9358695142737056,1.2659126846575563e-10,0.019892428939016257,0.5595324656323443,49.26406926406926
85,45,0.9347689086414142,3.9206592528210617e-20,0.01360436303890703,0.5595009088809577,58.648648648648646
45,30,0.9356576957090883,3.2788279030461207e-14,0.019498417004646523,0.5594447757249784,48.58369098712446
55,35,0.93537869462768,4.130791571493103e-16,0.01783676921549368,0.5594435398550585,50.95652173913044
80,10,0.9357891253162949,8.696023029441423e-07,0.021686238670117923,0.5593045904420743,50.95652173913044
65,10,0.9360552541542129,1.1237246103084967e-06,0.024439898758893432,0.5591888254992552,47.467811158798284
50,35,0.934741230292068,4.02670816312824e-16,0.018250004324180422,0.5590197377428227,50.12987012987013
60,40,0.9343136400815546,2.226655721145845e-18,0.016549856198137414,0.558933198429119,52.807017543859644
85,40,0.9337986909231565,1.53704330196448e-18,0.013938260936382724,0.5588853884602556,58.206278026905835
85,15,0.9340351928965622,7.2595161449834885e-09,0.017720638163194163,0.558649049743763,53.24561403508772
30,45,0.9345463222922442,2.38385578604459e-14,0.020832945340024885,0.5586444988413369,48.927038626609445
85,30,0.9332337209409833,2.03556370848392e-14,0.014829151916933134,0.5584573173728906,56.177777777777784
60,30,0.9337688155609483,3.0858428814886063e-14,0.01824948630943618,0.5584363407056161,50.52173913043478
60,25,0.9335416131684087,1.5231647859227244e-12,0.019175892330480546,0.5582073786675401,49.17748917748918
60,20,0.9336533741191336,1.5552954546577888e-10,0.02009825869397352,0.558182198555424,48.189655172413794
55,15,0.9338907825792921,1.3861480296000835e-08,0.022005997157045255,0.5581338656734267,46.92307692307692
85,20,0.9327010902467356,9.384021986107846e-11,0.016262899901277817,0.5579943641297616,54.096916299559474
50,20,0.9332640438376202,1.647567821725971e-10,0.020480859705253096,0.5579103402826198,46.837606837606835
40,45,0.9329219133774007,4.799037027234377e-18,0.019369270662382553,0.5578162209602021,50.90909090909091
60,35,0.9324366298280007,3.4816280633031197e-16,0.01763126804320795,0.5576988510924795,51.35371179039301
90,45,0.9315541834782792,3.9990652519973606e-20,0.013127968192926666,0.5576197132676749,59.276018099547514
30,35,0.9329921358734202,4.084164615474659e-14,0.021895595435398773,0.5576057219805001,46.8936170212766
35,30,0.9328691785609712,3.056492635703374e-14,0.02147637671693857,0.5575738694648795,47.319148936170215
85,35,0.9316491230771152,3.4015971752485503e-16,0.01436864036317869,0.5575526098099511,56.96428571428571
40,35,0.9325918524197209,3.6601348603597915e-16,0.02016013979958141,0.5575390974718742,48.927038626609445
35,35,0.9326544169072476,9.051581539186822e-16,0.02069320423132492,0.5575233297212159,48.205128205128204
85,10,0.9324876080631367,8.936898102781266e-07,0.020818847698656266,0.5574104119610733,52.05240174672488
20,40,0.9332368958120397,2.4286999593896186e-10,0.026149107487429907,0.5573272266656197,43.898305084745765
85,25,0.9311717855134276,1.9282892003450486e-12,0.015688780673714077,0.5571341932401066,55.04424778761062
35,45,0.931088808187588,1.6076395148398438e-16,0.019846319885453403,0.5566686529240074,50.258620689655174
45,45,0.9298146392612456,2.0711843868358505e-19,0.017945052792789008,0.5560942782774684,51.21739130434783
15,40,0.9315435783267297,6.983330943880394e-09,0.028524741418338107,0.5560736707592048,42.36286919831224
40,25,0.9301307026915631,1.982905703455837e-12,0.02149446925922274,0.5559289746884207,46.46808510638298
90,40,0.9287227961012255,1.5792414510862863e-18,0.013443460023264683,0.5558893316584088,58.37837837837838
45,40,0.9295518837987605,2.648339661396963e-18,0.018581657139157402,0.5558729645653405,50.38961038961038
45,35,0.9294434257143784,4.3266424972589636e-16,0.018867894213061457,0.5557792660073207,49.310344827586206
40,40,0.9293831904885309,7.137501451587313e-18,0.01952566034006099,0.5556773482591124,50.08620689655172
90,30,0.9281139412385401,2.0648833993456977e-14,0.014316801901397806,0.5554366845529781,56.607142857142854
90,20,0.9275366922722622,9.567669490605775e-11,0.015658793063285308,0.5549561360283257,54.7787610619469
35,40,0.9279024784539333,2.885556335468486e-16,0.02042303659564996,0.5546991834127948,49.09871244635193
90,15,0.9272709866801012,3.3711964395827175e-09,0.01689314022954915,0.5546732769737469,53.83259911894274
90,35,0.9264443698023638,3.4519078935012825e-16,0.013842614769120742,0.554482360404506,57.399103139013455
90,25,0.9261735800345664,1.7805177344282554e-12,0.014952369377608713,0.5542089110824449,55.55555555555556
90,10,0.9254655955483918,1.1665661730913938e-06,0.01977576945805605,0.5533014304133776,52.89473684210526
95,45,0.9237328870062758,4.080510590282209e-20,0.012710392306453686,0.55296869297312,59.909090909090914
30,30,0.9244424657149466,7.390379340866777e-14,0.022659725073158696,0.5523995069216299,45.50847457627118
25,35,0.9241422356032959,1.7658436298360773e-12,0.02370842095583285,0.5521144992658644,44.32203389830509
